abbreviatedAddress,city,zipcode,latitude,longitude,bathrooms,bedrooms,lotSize,daysOnZillow,Date_sold,price,zestimate,rentZestimate,propertyTaxRate,taxAssessedValue,taxAssessedYear
416 SW Edgecliff Rd,Portland,97219,45.43106842,-122.6597366,5,5,57934,346,8/13/2020,2850000,3445200,13814,1.08,1583460,2020
4317 SE 43rd Ave,Millwaukie,97206,45.44115829,-122.6183624,2,4,7000,346,8/13/2020,545000,658800,3347,1.12,141530,2020
4326 SW Falling Creek Ct,Portland,97219,45.44816208,-122.7223053,3,4,5227,347,8/13/2020,505000,575800,3159,1.12,506990,2020
12888 NW Bayonne Ln,Portland,97229,45.55177307,-122.8095474,3,5,3920,346,8/13/2020,597000,704200,3097,1.13,538810,2019
5411 NW 146th Ave,Portland,97229,45.55850983,-122.8270493,3,4,7840,346,8/13/2020,649000,765800,2991,1.13,630400,2019
4449 SW Wood Pkwy,Portland,97219,45.45560837,-122.7230377,3,4,4791,346,8/13/2020,565000,644000,3294,1.12,531070,2020
16360 NW Ernst St,Portland,97229,45.57178116,-122.8456573,3,3,1742,348,8/13/2020,369995,436600,2295,1.13,121800,2019
9310 N Chase Ave,Portland,97217,45.59030151,-122.7042007,1,3,5227,349,8/13/2020,358000,409600,1995,1.12,314960,2020
10023 SW 29th Pl,Portland,97219,45.45344162,-122.7070313,3,3,7405,346,8/13/2020,590000,672500,2752,1.12,476290,2020
5405 SW Dolph Dr,Portland,97219,45.46160889,-122.7336731,2,3,10018,347,8/13/2020,537000,612300,2594,1.12,470990,2020
5831 NE 29th Ave,Portland,97211,45.56497192,-122.6363144,2,3,2613,346,8/13/2020,525000,598400,2598,1.12,495150,2020
5932 NE 32nd Ave,Portland,97211,45.56583786,-122.6324844,2,3,4791,346,8/13/2020,632000,720400,2734,1.12,568750,2020
14932 SW Kenton Dr,Tigard,97224,45.40961456,-122.7637558,3,3,4791,339,8/13/2020,445000,521000,2580,1.13,399460,2019
6363 NE 31st Ave,Portland,97211,45.56913757,-122.6341705,2,4,4791,346,8/13/2020,520000,592700,2956,1.12,548310,2020
12792 NW Kyla Ln,Portland,97229,45.55772781,-122.80793,3,4,5662,344,8/13/2020,675000,790500,3294,1.13,570730,2019
830 SW Trillium Ln,Portland,97219,45.44371414,-122.6871262,3,4,13939,347,8/13/2020,600000,684100,3462,1.12,539750,2020
11727 SW 29th Pl,Portland,97219,45.44059372,-122.7073975,3,4,8276,346,8/13/2020,580000,661100,3149,1.12,543230,2020
6532 SW Locust St,Portland,97223,45.44677353,-122.7445602,3,3,7405,346,8/13/2020,497550,587100,2495,1.13,425490,2019
15234 NW Vance Dr,Portland,97229,45.5604744,-122.8334885,3,4,13939,343,8/13/2020,859000,1005700,4160,1.13,778500,2019
6036 NE 36th Ave,Portland,97211,45.56700134,-122.6262817,2,4,4791,346,8/13/2020,535000,609800,2549,1.12,477010,2020
9370 SW Julia Pl,Tigard,97224,45.40213013,-122.774437,2,4,5227,339,8/13/2020,509870,597000,2466,1.13,385100,2019
16154 NW Canterwood Way,Portland,97229,45.55288315,-122.8450928,2,2,6098,343,8/13/2020,739000,865200,3578,1.13,641510,2019
17736 NW Concordia Ct,Portland,97229,45.56240845,-122.8599854,3,5,10454,344,8/13/2020,655000,767100,2875,1.13,545200,2019
3945 NW Devoto Ln,Portland,97229,45.55021667,-122.7759781,4,5,6969,343,8/13/2020,1100000,1242300,4784,1.12,1001110,2020
11125 SW 119th Ave,Tigard,97223,45.43976212,-122.7987442,2,3,8712,339,8/13/2020,399000,467200,2095,1.13,367470,2019
11293 SW 105th Pl,Tigard,97223,45.43839645,-122.7856293,2,3,9147,340,8/13/2020,450000,527000,2428,1.13,370210,2019
2806 NE Ainsworth St,Portland,97211,45.56605911,-122.6368408,1,2,5662,347,8/13/2020,557000,635100,2250,1.12,503630,2020
5714 NE 17th Ave,Portland,97211,45.56409454,-122.6477203,2,3,5000,348,8/11/2020,553000,630700,2550,1.12,555170,2020
11687 SE 33rd Ave,Portland,97222,45.43865967,-122.6290817,1,3,8712,326,8/11/2020,445500,527500,2295,1.08,367562,2020
10874 SW Teal Crest Pl,Tigard,97223,45.44147491,-122.7985687,4,4,7840,341,8/11/2020,766194,894500,3667,1.13,15860,2019
14565 SW Klipsan Ln,Tigard,97223,45.42325974,-122.8268661,4,5,7405,341,8/11/2020,685000,802800,3395,1.13,627040,2019
1034 NE Prescott St,Portland,97211,45.55527496,-122.6548615,4,5,4356,345,8/11/2020,830000,937900,3782,1.12,756370,2020
12120 SW 116th Ave,Tigard,97223,45.43243027,-122.7954178,3,3,15245,341,8/11/2020,475000,556500,2594,1.13,405130,2019
13701 SW 130th Pl,Tigard,97223,45.42066956,-122.8101273,3,4,8712,341,8/11/2020,639000,748600,3140,1.13,609890,2019
6490 SE May St,Milwaukie,97222,45.4547348,-122.596199,2,3,10018,348,8/11/2020,349000,421100,2594,1.08,304359,2020
2200 SW Arnold St,Portland,97219,45.4462738,-122.7002106,2,2,21780,324,8/11/2020,507800,573700,2295,1.12,437390,2020
6908 SE Cesar E Chavez Blvd,Portland,97202,45.47317886,-122.6222839,2,3,6969,348,8/11/2020,525000,598800,2383,1.12,523260,2020
4587 NE 35th Pl,Portland,97211,45.55653381,-122.6279373,3,3,2613,6,8/11/2020,699900,730400,2975,1.12,626780,2020
2103 SE Tenino St,Portland,97202,45.46382141,-122.642868,2,3,3920,348,8/11/2020,511250,583100,2600,1.12,499670,2020
4411 SE 35th Pl,Portland,97202,45.49098587,-122.6280212,2,3,4791,348,8/11/2020,550000,627300,2600,1.12,473450,2020
14970 NW Orchid St,Portland,97229,45.57185364,-122.8309784,3,2,871,350,8/11/2020,359990,425000,1832,1.13,341620,2019
12029 SW Lesser Rd,Portland,97219,45.43889236,-122.7414627,2,4,23086,348,8/11/2020,480000,547400,2266,1.12,592050,2020
2607 SW 28th Dr,Portland,97219,45.44713211,-122.7036896,3,4,10018,345,8/11/2020,667500,906200,3648,1.12,707440,2020
7736 SW 51st Pl,Portland,97219,45.46869659,-122.7309952,3,4,12632,345,8/11/2020,690000,779700,3458,1.12,603860,2020
8701 N Tyndall Ave,Portland,97217,45.5852623,-122.6934509,3,3,3049,348,8/11/2020,531000,605600,2692,1.12,490920,2020
5708 SE Carlton St,Portland,97206,45.47806931,-122.6045303,1,2,7405,350,8/11/2020,220000,451000,1989,1.12,342970,2020
14180 NW Linmere Ln,Portland,97229,45.54208755,-122.8228302,4,4,20037,345,8/11/2020,1476000,1774000,7333,1.13,1415910,2019
7849 SW 4th Ave,Portland,97219,45.4677887,-122.6835403,3,3,6098,345,8/11/2020,660000,745800,2849,1.12,647660,2020
12126 SE Redwood Ave,Portland,97222,45.43510056,-122.5924149,1,3,7024,327,8/10/2020,256250,421400,1830,1.08,300812,2020
13733 NW Park Pl,Portland,97229,45.52210617,-122.8190536,2,3,9583,350,8/10/2020,484900,572900,2196,1.13,433610,2019
15256 NW Twinflower Dr,Portland,97229,45.56355667,-122.834465,3,4,5227,350,8/10/2020,504000,595400,2390,1.13,492850,2019
12775 SE 32nd Ave,Portland,97222,45.43006897,-122.6306534,2,3,4791,328,8/10/2020,407500,485800,2095,1.08,329208,2020
8012 SW 64th Ave,Portland,97219,45.4669838,-122.7424088,6,5,9147,346,8/10/2020,785000,887300,3840,1.12,816580,2020
6108 SE Flavel St,Portland,97206,45.4683876,-122.600769,2,3,5750,352,8/10/2020,250000,428000,2296,1.12,301450,2020
7450 SE 65th Ave,Portland,97206,45.46883392,-122.5958786,1,2,8276,352,8/10/2020,295000,337800,2110,1.12,362650,2020
9828 SE 43rd Ave,Portland,97222,45.45170212,-122.6180267,1,2,12632,328,8/10/2020,323000,382700,2095,1.08,364034,2020
4803 SW Orchard Ln,Portland,97219,45.46535492,-122.7263031,3,4,6098,349,8/10/2020,530000,604600,3066,1.12,556700,2020
11140 SW 124th Pl,Tigard,97223,45.43948364,-122.8025436,3,3,6098,342,8/10/2020,460000,539100,2594,1.13,414370,2019
2709 SE Boyd St,Portland,97222,45.45806122,-122.6353531,2,4,18730,350,8/10/2020,399000,483000,2627,1.08,378000,2020
13710 SW Marcia Dr,Tigard,97223,45.42960358,-122.8178558,3,4,6534,342,8/10/2020,572500,670900,2995,1.13,499950,2019
11868 SW Morning Hill Dr,Tigard,97223,45.43381882,-122.8165283,2,4,5662,343,8/10/2020,410000,480600,2348,1.13,366930,2019
17223 SW 119th Pl,King City,97224,45.39530182,-122.7999496,3,3,1742,305,8/10/2020,339900,384057,2100,1.13,317450,2019
6111 SW Luradel St,Portland,97219,45.45082092,-122.739769,3,3,10018,350,8/10/2020,527000,601400,2369,1.12,469670,2020
11435 SW Esau Pl,Tigard,97223,45.43758011,-122.7769165,2,3,3920,343,8/10/2020,353000,413800,2335,1.13,340940,2019
10431 SW 42nd Ave,Portland,97219,45.45031357,-122.7208099,3,4,7405,349,8/10/2020,530000,604600,3065,1.12,471950,2020
9425 SW Longstaff St,Tigard,97223,45.44096375,-122.7736206,1,3,10890,342,8/10/2020,330000,386700,2300,1.13,518520,2019
3324 SE 74th Ave,Portland,97206,45.49827194,-122.5867462,1,2,6600,352,8/10/2020,300000,343500,1999,1.12,373620,2020
10933 SW Annand Hill Ct,Tigard,97224,45.41487885,-122.7895508,3,3,2613,343,8/10/2020,484000,565400,2562,1.13,176990,2019
3916 SE Harrison St,Milwaukie,97222,45.50855637,-122.6222916,2,3,6000,352,8/10/2020,295000,504000,2595,1.12,272947,2020
3916 SE 44th Ave,Portland,97206,45.49459839,-122.6171265,1,1,4791,352,8/10/2020,364900,417900,1699,1.12,363280,2020
14614 NW Safflower Dr,Portland,97229,45.56957245,-122.8275757,3,4,7405,347,8/10/2020,799000,938600,3825,1.13,801740,2019
5326 NE Cesar E Chavez Blvd,Portland,97211,45.56170654,-122.6231384,1,4,7405,349,8/10/2020,485000,553300,2895,1.12,503960,2020
5949 NE 24th Ave,Portland,97211,45.56604767,-122.6415787,4,4,5662,349,8/10/2020,567875,647900,3210,1.12,665550,2020
9921 NW Engleman St,Portland,97229,45.53593063,-122.7793198,3,3,8712,347,8/10/2020,697000,788100,3850,1.12,558150,2020
1933 NW Jasmine Ln,Portland,97229,45.53661728,-122.7603073,3,4,10018,346,8/10/2020,925000,1045600,4026,1.12,969210,2020
1205 SE Tolman St,Portland,97202,45.47737122,-122.6534042,4,4,6534,347,8/10/2020,1997900,2237500,9025,1.12,1227310,2020
7406 SE 27th Ave,Portland,97202,45.47132492,-122.6351471,3,4,6098,346,8/10/2020,950000,1073800,4331,1.12,976870,2020
7826 SE 36th Ave,Portland,97202,45.46665955,-122.6259308,3,4,4356,346,8/10/2020,762000,861300,2995,1.12,731830,2020
5530 SE Mitchell St,Portland,97206,45.48519897,-122.6058502,3,3,6098,349,8/10/2020,578500,660000,3280,1.12,518010,2020
7204 SE 32nd Ave,Portland,97202,45.47215652,-122.6300735,2,3,4791,347,8/10/2020,779000,880800,3346,1.12,690800,2020
5114 NE 32nd Pl,Portland,97211,45.55990219,-122.6314011,3,4,4791,347,8/10/2020,755600,854300,3195,1.12,584720,2020
2640 SE 80th Ave,Portland,97206,45.50360489,-122.5805359,2,3,6098,349,8/10/2020,530000,604600,2900,1.12,440440,2020
10300 SW Meadow St,Tigard,97223,45.43371964,-122.7830658,2,3,7840,346,8/7/2020,395000,463500,2295,1.13,379910,2019
5505 SE 47th Ave,Portland,97206,45.48252106,-122.6147308,1,3,10000,355,8/7/2020,193250,769100,2524,1.12,696860,2020
4210 SW Wilbard St,Portland,97219,45.4527359,-122.7201309,2,3,7405,355,8/7/2020,320000,366800,2295,1.12,353720,2020
14320 SW 134th Dr,Tigard,97224,45.41627884,-122.8158646,4,4,8712,346,8/7/2020,645000,806500,4082,1.13,606800,2019
9224 N Chase Ave,Portland,97217,45.5896492,-122.7040482,1,3,4791,355,8/7/2020,343000,393100,1995,1.12,287530,2020
12244 SW Ames Ln,Tigard,97224,45.41799164,-122.8033371,3,4,11325,346,8/7/2020,593300,696200,3286,1.13,498730,2019
11063 SW Legacy Oak Way,Tigard,97223,45.43956375,-122.754425,3,4,2178,346,8/7/2020,425000,498700,2762,1.13,398250,2019
4908 SE 59th Ave,Portland,97206,45.48707199,-122.6022949,1,2,10454,355,8/7/2020,355000,520400,2095,1.12,487040,2020
535 NW 86th Ct,Portland,97229,45.52314377,-122.76548,3,4,10018,350,8/7/2020,730000,856900,3543,1.13,622350,2019
4138 SW Alice St,Portland,97219,45.45811081,-122.720459,3,4,3049,353,8/7/2020,530000,587400,2962,1.12,467200,2020
8860 SW 36th Ave,Portland,97219,45.46096039,-122.714386,2,3,9583,353,8/7/2020,492000,562000,2450,1.12,442260,2020
6818 SW 12th Ave,Portland,97219,45.47506332,-122.6917572,3,4,6534,353,8/7/2020,640000,731000,3432,1.12,589320,2020
9245 NW Murdock St,Portland,97229,45.5447197,-122.7722473,4,5,9583,350,8/7/2020,705000,797800,3737,1.12,778260,2020
13845 SW 104th Ave,Tigard,97223,45.41966629,-122.7848206,2,3,5227,346,8/7/2020,372000,436500,2335,1.13,299700,2019
8026 SW Barnum St,Tigard,97224,45.41089249,-122.7596512,3,4,7405,346,8/7/2020,793000,927300,3800,1.13,668470,2019
3110 SE Berkeley Pl,Portland,97202,45.4641304,-122.6305161,3,3,5662,353,8/7/2020,601000,686400,2894,1.12,576400,2020
3706 SE Franklin St,Portland,97202,45.49884796,-122.6250839,1,3,4356,353,8/7/2020,532000,607600,3043,1.12,514160,2020
3918 SE 34th Ave,Portland,97202,45.49444962,-122.6294937,3,3,2613,353,8/7/2020,619900,708000,2995,1.12,654930,2020
4636 SE 33rd Pl,Portland,97202,45.48911667,-122.6301346,3,4,5227,353,8/7/2020,535000,611100,2500,1.12,503560,2020
3555 SE Harold Ct,Portland,97202,45.48341751,-122.6266022,2,2,7405,353,8/7/2020,540000,616800,2565,1.12,536290,2020
4586 NW 134th Ave,Portland,97229,45.55285263,-122.8151169,3,5,6098,350,8/7/2020,850000,999400,4073,1.13,884280,2019
8016 SE 80th Pl,Portland,97206,45.46543121,-122.5809097,3,2,2613,355,8/7/2020,299950,343800,2263,1.12,328340,2020
5813 NE 35th Pl,Portland,97211,45.56465149,-122.6279221,3,5,6098,350,8/7/2020,693600,784900,2995,1.12,503080,2020
7511 SE Crystal Springs Blvd,Portland,97206,45.46535873,-122.586525,1,3,7405,355,8/7/2020,340000,389700,2227,1.12,338490,2020
4143 SW Stephenson St,Portland,97219,45.44055939,-122.7200241,2,2,3484,353,8/7/2020,482500,551100,2227,1.12,347220,2020
13971 SW Liden Dr,Tigard,97223,45.4308548,-122.8208008,3,4,6098,346,8/7/2020,450000,528000,2510,1.13,418210,2019
6209 NE 24th Ave,Portland,97211,45.56765366,-122.6416626,3,3,4791,353,8/7/2020,630000,719600,2962,1.12,497680,2020
6605 SE 57th Ave,Portland,97206,45.47493362,-122.6051331,1,4,4791,355,8/7/2020,365000,418300,2595,1.12,346380,2020
3835 NW Devoto Ln,Portland,97229,45.55083466,-122.7739182,5,5,9583,350,8/7/2020,1200000,1353900,5476,1.12,1096590,2020
3947 NW Lewis Ln,Portland,97229,45.55070114,-122.776825,5,5,8712,350,8/7/2020,2010000,2267700,8760,1.12,1429140,2020
6626 SE Harney St,Portland,97206,45.46297455,-122.5948334,2,4,15245,353,8/7/2020,600000,685300,3257,1.12,626860,2020
10590 NW La Cassel Crest Ln,Portland,97229,45.53418732,-122.7855759,4,4,16552,350,8/7/2020,865000,1015000,4198,1.12,817680,2019
16755 SW King Charles Ave,King City,97224,45.39895248,-122.8035049,1,2,3920,346,8/7/2020,301900,354300,1350,1.13,245830,2019
16949 SW 134th Ter,King City,97224,45.3972702,-122.8149872,3,3,3484,346,8/7/2020,467000,548000,2694,1.13,443640,2019
2103 N Liberty St,Portland,97217,45.57108307,-122.6884766,1,3,8712,353,8/7/2020,496875,567500,2621,1.12,453330,2020
1918 N Prescott St,Portland,97217,45.55522156,-122.6870804,1,3,4791,353,8/7/2020,490000,559700,2574,1.12,533640,2020
2097 S Military Rd,Portland,97219,45.43997574,-122.6578674,5,4,13068,350,8/7/2020,2399000,2706600,10456,1.12,716120,2020
7511 SE Harmony Rd,Milwaukie,97222,45.43279648,-122.5868301,1,3,7405,331,8/7/2020,340000,403300,1895,1.08,283483,2020
1540 N Church St,Portland,97217,45.56315613,-122.6832275,2,3,4791,353,8/7/2020,575000,656800,2981,1.12,453420,2020
6352 N Delaware Ave,Portland,97217,45.56895447,-122.6921616,3,3,4791,353,8/7/2020,647500,739600,2795,1.12,629170,2020
625 N Winchell St,Portland,97217,45.58089447,-122.6730118,3,4,3484,355,8/5/2020,575000,657100,2895,1.12,611770,2020
9509 SE Wichita Ave,Portland,97222,45.45409012,-122.6014557,2,4,30056,355,8/5/2020,645000,782200,3670,1.08,537400,2020
1626 N Willamette Blvd,Portland,97217,45.56170654,-122.6840134,2,4,3920,352,8/5/2020,655000,739400,2595,1.12,529970,2020
11957 SW 129th Pl,Tigard,97223,45.43353653,-122.8104019,3,5,8712,347,8/5/2020,595000,686700,3627,1.13,532540,2019
5037 NE 15th Ave,Portland,97211,45.55965805,-122.6500015,1,3,4791,355,8/5/2020,599000,684600,3314,1.12,555800,2020
14762 NW Fawnlily Dr,Portland,97229,45.56385422,-122.8284988,3,4,4792,355,8/5/2020,552900,654200,2859,1.13,542460,2019
1338 NW 106th Ter,Portland,97229,45.52912903,-122.7855606,3,5,5227,354,8/5/2020,620000,733400,2834,1.13,580020,2019
11129 SW Palatine Ct,Portland,97219,45.44502258,-122.6981735,4,4,20037,352,8/5/2020,765000,863600,4085,1.12,574860,2020
2619 N Terry St,Portland,97217,45.58001709,-122.6939316,2,3,4791,355,8/5/2020,505000,577100,2400,1.12,434640,2020
12706 SW 56th Ct,Portland,97219,45.43380356,-122.7349091,3,4,6969,354,8/5/2020,599900,685400,3353,1.12,556810,2020
8756 N Chautauqua Blvd,Portland,97217,45.58594513,-122.7064438,2,3,6969,355,8/5/2020,520000,594300,2248,1.12,475540,2020
5118 SE 40th Ave,Portland,97202,45.48581314,-122.6213226,3,4,4356,351,8/5/2020,740000,835100,3197,1.12,714400,2020
12070 SW Walnut St,Tigard,97223,45.42947769,-122.7997208,1,3,10454,347,8/5/2020,390000,457800,1995,1.13,328230,2019
2604 SW Stanley Ct,Portland,97219,45.45689011,-122.7037201,2,4,8900,355,8/5/2020,530000,605700,2914,1.12,418160,2020
10298 SW Lancaster Rd,Portland,97219,45.45108414,-122.6940918,2,5,30927,355,8/5/2020,554900,634300,3447,1.12,690670,2020
7036 SW 31st Ave,Portland,97219,45.4730835,-122.7082977,2,3,6098,355,8/5/2020,547500,625700,2650,1.12,382190,2020
4233 SE Lexington St,Portland,97206,45.46653748,-122.6186142,2,3,5227,355,8/5/2020,553000,632000,2035,1.12,480080,2020
16280 SW Copper Creek Dr,Tigard,97224,45.40235519,-122.7749863,3,5,5662,348,8/5/2020,499000,585900,2675,1.13,483570,2019
9079 SW Waverly Dr,Tigard,97224,45.40008545,-122.7704773,3,4,4791,347,8/5/2020,438000,514100,2597,1.13,414980,2019
9525 SW Frewing Ct,Tigard,97223,45.42457962,-122.7752838,2,3,9583,347,8/5/2020,430000,504700,2428,1.13,358890,2019
16505 NW Brandberry Dr,Portland,97229,45.55978012,-122.8477402,3,4,9147,351,8/5/2020,693000,813400,3364,1.13,636080,2019
14580 SW 120th Pl,Tigard,97224,45.41421127,-122.8014984,3,4,5227,347,8/5/2020,515000,658100,2962,1.13,489850,2019
4412 SE 74th Ave,Portland,97206,45.49075317,-122.5866013,2,3,5662,354,8/5/2020,495000,565500,2528,1.12,354300,2020
2725 SE 70th Ave,Portland,97206,45.50295258,-122.5919037,1,2,7405,354,8/5/2020,525000,599800,2481,1.12,442730,2020
1225 S Mary Failing Dr,Portland,97219,45.43566895,-122.6668243,6,6,44866,352,8/5/2020,1865000,2105400,8517,1.12,1729200,2020
15378 SW 82nd Pl,Tigard,97224,45.40893173,-122.7619324,3,4,5227,348,8/5/2020,477000,560100,2849,1.13,465200,2019
5066 SE Casa Del Rey Dr,Portland,97222,45.42952728,-122.6100845,2,3,7405,333,8/5/2020,450000,534200,2395,1.08,364772,2020
9720 SE 74th Ave,Portland,97222,45.45225143,-122.5871735,1,3,5498,333,8/5/2020,200000,237400,1995,1.08,306243,2020
12225 SE Juniper Ave,Portland,97222,45.43423462,-122.5986404,1,3,8276,332,8/5/2020,365000,433100,2095,1.08,333186,2020
11124 SW 47th Ave,Portland,97219,45.44494629,-122.7247925,2,3,5000,356,8/5/2020,370000,424200,2295,1.12,355750,2020
10320 NE 6th Dr,Portland,97211,45.59783936,-122.6601944,2,2,14374,356,8/5/2020,280000,321000,2149,1.12,432620,2020
11127 SE Home Ave,Portland,97222,45.44259644,-122.6123276,2,3,11093,332,8/5/2020,399000,473500,2394,1.08,361338,2020
9964 SE 43rd Ave,Portland,97222,45.45074463,-122.6181412,2,3,19602,332,8/5/2020,416000,493600,2450,1.08,520683,2020
17126 NW Blacktail Dr,Portland,97229,45.5574913,-122.8551636,3,4,6969,355,8/5/2020,575000,680400,2974,1.13,483400,2019
6507 SE 17th Ave,Portland,97202,45.47612762,-122.6483154,1,2,5000,358,8/4/2020,85000,669700,2251,1.12,591910,2020
5731 NE 7th Ave,Portland,97211,45.56446838,-122.6589661,4,3,2178,356,8/4/2020,549900,628600,2981,1.12,499280,2020
7016 N Haight Ave,Portland,97217,45.57361221,-122.6694565,2,3,4791,356,8/4/2020,564000,644800,2795,1.12,500420,2020
9832 SE 73rd Ave,Milwaukie,97222,45.45106888,-122.5880814,2,3,10018,334,8/4/2020,385000,457200,1997,1.08,317729,2020
11512 SW Vacuna Ct,Portland,97219,45.44213867,-122.7003479,3,4,7840,356,8/4/2020,599900,685800,2996,1.12,488530,2020
7434 SW 49th Ct,Portland,97219,45.47148514,-122.726387,3,4,14374,353,8/4/2020,810000,914700,3699,1.12,628660,2020
12717 SW Peachvale St,Tigard,97224,45.40279388,-122.8083878,2,2,5662,349,8/4/2020,469900,551900,2428,1.13,448700,2019
3275 SE Rockwood St,Portland,97222,45.45396423,-122.6290817,1,2,5662,356,8/4/2020,339000,411300,1821,1.08,234555,2020
8930 SE 39th Ave,Portland,97222,45.45798492,-122.6222458,1,3,13886,356,8/4/2020,366300,444400,2513,1.08,338884,2020
6446 NE 36th Ave,Portland,97211,45.56972885,-122.6262665,3,4,5227,354,8/2/2020,765000,865700,3511,1.12,923590,2020
12942 SE La Cresta Dr,Portland,97222,45.42930984,-122.6074448,2,3,6098,335,8/2/2020,445000,528600,2400,1.08,455115,2020
7628 SW 51st Pl,Portland,97219,45.46899033,-122.730217,3,4,7840,357,8/2/2020,600000,686100,3295,1.12,534050,2020
637 SE Saint Andrews Dr,Portland,97202,45.4559288,-122.6490097,3,3,19602,354,8/2/2020,1189900,1434200,5789,1.08,1010954,2020
6523 N Fenwick Ave,Portland,97217,45.57038879,-122.6856003,2,4,4791,357,8/2/2020,500000,571800,2565,1.12,470220,2020
1626 N Humboldt St,Portland,97217,45.55817032,-122.6840515,1,2,5227,357,8/2/2020,525000,600300,1950,1.12,438810,2020
3380 NW South Rd,Portland,97229,45.54410553,-122.793457,3,4,7405,354,8/2/2020,805000,945800,3911,1.13,704410,2019
9440 NW Lightning Ridge Dr,Portland,97229,45.55468369,-122.773674,7,5,428194,354,8/2/2020,1800000,2033200,8224,1.12,2128220,2020
1144 SE Rex St,Portland,97202,45.46981049,-122.6539841,3,4,4791,354,8/2/2020,845000,954500,3860,1.12,788620,2020
15327 SW Roundtree Dr,Portland,97223,45.42625046,-122.8347092,3,4,5662,350,8/2/2020,405000,584100,2849,1.13,435890,2019
12643 SW Falcon Rise Dr,Tigard,97223,45.43486023,-122.8068695,3,4,6969,350,8/2/2020,529900,622600,2849,1.13,504080,2019
5112 SW Robert Ct,Portland,97219,45.46209335,-122.7296371,2,3,10018,357,8/2/2020,490000,560300,2732,1.12,501570,2020
14835 SW 103rd Ave,Tigard,97224,45.41279221,-122.783577,3,3,14810,350,8/2/2020,517000,607400,3273,1.13,493080,2019
6188 NW 165th Ter,Portland,97229,45.56391525,-122.8478394,4,4,9583,357,8/2/2020,585000,692600,2999,1.13,543630,2019
5689 NW Lark Meadow Ter,Portland,97229,45.56080627,-122.8540115,3,3,3484,357,8/2/2020,488000,577800,2694,1.13,481790,2019
4303 SE 48th Ave,Portland,97206,45.49181747,-122.61306,2,4,4791,357,8/2/2020,543000,620900,3195,1.12,508150,2020
623 N Terry St,Portland,97217,45.58020782,-122.6729431,1,3,5000,332,8/2/2020,325000,524500,2300,1.12,386950,2020
7900 SE 29th Ave,Portland,97202,45.46776962,-122.6331177,3,4,4791,357,7/30/2020,775000,876200,3497,1.12,797060,2020
7932 NW Hawkins Blvd,Portland,97229,45.53343201,-122.7589722,3,5,10890,357,7/30/2020,890000,1006200,4069,1.12,742790,2020
6217 SE 43rd Ave,Portland,97206,45.47737503,-122.6188049,2,3,3920,360,7/30/2020,539000,616900,2734,1.12,437810,2020
1321 NW Frazier Ct,Portland,97229,45.53256226,-122.7632141,3,4,8276,357,7/30/2020,1000000,1130600,4573,1.12,842270,2020
1200 NW Greenleaf Rd,Portland,97229,45.53203583,-122.7527008,4,4,87555,357,7/30/2020,870000,983600,3978,1.12,801670,2020
4238 SE Evergreen St,Portland,97206,45.47306061,-122.6183624,2,3,4791,360,7/30/2020,599900,686600,2695,1.12,514560,2020
2749 SE 51st Ave,Portland,97206,45.50275803,-122.6103134,2,3,5662,360,7/30/2020,517000,591700,2627,1.12,500010,2020
4407 SE 46th Ave,Portland,97206,45.49112701,-122.6151581,2,4,4791,360,7/30/2020,630000,721000,2995,1.12,485910,2020
5329 NW 131st Ave,Portland,97229,45.55787277,-122.8123474,3,5,5662,358,7/30/2020,852000,964100,4103,1.13,802670,2019
4345 SE 46th Ave,Portland,97206,45.49126434,-122.6151657,1,2,5000,360,7/30/2020,480650,550100,1995,1.12,465590,2020
12149 NW Hiller Ln,Portland,97229,45.55047607,-122.802002,3,5,4414,358,7/30/2020,800000,942900,3843,1.12,254740,2019
2104 SE Reedway St,Portland,97202,45.48146057,-122.6442413,3,3,4900,360,7/30/2020,615000,703900,3395,1.12,620090,2020
6611 NW 165th Ave,Portland,97229,45.56749344,-122.8477478,3,3,6534,358,7/30/2020,700000,823400,3362,1.13,672610,2019
5614-5616 NE 30th Ave,Portland,97211,45.56354141,-122.6346207,1,2,5000,360,7/30/2020,560000,640900,1900,1.12,441610,2020
8065 SE 16th Ave,Portland,97202,45.46472931,-122.6493301,4,4,3920,357,7/30/2020,705000,797100,3427,1.12,676850,2020
16857 NW Vetter Dr,Portland,97229,45.56621552,-122.8507309,3,4,3484,360,7/30/2020,590000,699200,2864,1.13,536450,2019
15531 NW Energia St,Portland,97229,45.56108856,-122.8394394,3,4,6098,360,7/30/2020,594000,703900,3449,1.13,581310,2019
5626 N Montana Ave #A,Portland,97217,45.56380081,-122.6798706,2,4,4791,360,7/30/2020,571500,656900,2600,1.12,512950,2020
220 N Blandena St,Portland,97217,45.55661392,-122.6686172,1,2,3920,360,7/30/2020,509000,582600,2390,1.12,529250,2020
7184 N Vancouver Ave,Portland,97217,45.57493591,-122.6683044,3,3,1742,360,7/30/2020,525000,600900,2634,1.12,561470,2020
7846 SE Oris Ln,Milwaukie,97222,45.44141769,-122.5827179,2,3,2639,360,7/30/2020,40000,409000,2600,1.08,305138,2020
2114 N Wygant St,Portland,97217,45.55739594,-122.6889801,2,3,7405,358,7/30/2020,720000,814300,2295,1.12,549530,2020
4333 NE 32nd Ave,Portland,97211,45.55486298,-122.6331024,3,5,4791,357,7/30/2020,810000,915800,3703,1.12,853060,2020
